LNVALUE2013,LNLMED,LNZINC2,LNZSMHC,LNTOTALCOST,HOMEAGE,ROOMS,ZADEQ,METRO,REGION1,REGION2,REGION3,LN(VALUE),,Coefficients, VALUE2013 ,Predicted Value Log, PRED2013 ,Error,Absolute Deviation,Mean Absolute Deviation
12.20607265,11.26785578,11.15051985,7.281385664,5.865523324,26,10,1,0,0,0,1,12.38421883,,," $200,000.00 ",12.52864853," $276,135.93 "," $76,135.93 ",76135.93,
12.89921983,11.05877944,11.65206112,7.493317249,5.932687176,9,13,1,0,0,0,1,12.15477935,,," $400,000.00 ",12.47874622," $262,694.28 "," $(137,305.72)",137305.72,
12.61153775,10.94295121,10.66895539,5.697093487,5.049856007,36,5,1,0,0,1,0,11.51292546,,," $300,000.00 ",11.46873563," $95,677.23 "," $(204,322.77)",204322.77,
12.34583459,11.29476946,11.65442503,7.409136444,5.722495184,11,7,1,0,1,0,0,12.46843691,,," $230,000.00 ",12.54004372," $279,300.55 "," $49,300.55 ",49300.55,
12.10071213,10.97560185,11.87719351,7.22620901,5.166688924,36,7,1,0,0,1,0,12.10071213,,," $180,000.00 ",12.04536693," $170,308.53 "," $(9,691.47)",9691.47,
12.20607265,11.57213732,10.04246658,7.367708572,5.871178381,71,7,1,0,0,0,1,12.4292162,,," $200,000.00 ",12.45089374," $255,478.55 "," $55,478.55 ",55478.55,
11.8493977,10.92899137,11.3476262,7.082548569,5.688668837,26,7,1,0,0,0,1,12.04355372,,," $140,000.00 ",12.05617965," $172,160.02 "," $32,160.02 ",32160.02,
12.10071213,11.18335138,11.1557361,7.683403681,5.605189133,16,6,1,0,0,1,0,12.27839331,,," $180,000.00 ",12.23079904," $205,006.93 "," $25,006.93 ",25006.93,
11.51292546,10.92357959,11.6171233,7.019296654,5.761002615,51,5,1,1,0,0,1,11.77528973,,," $100,000.00 ",11.76181714," $128,260.31 "," $28,260.31 ",28260.31,
12.4292162,11.3713619,10.89573883,7.67971364,5.74673553,26,8,1,0,0,0,0,12.54254488,,," $250,000.00 ",12.74024056," $341,205.62 "," $91,205.62 ",91205.62,
12.76568843,10.85707407,12.82004403,7.660585462,6.638785915,31,8,1,0,0,0,1,12.76568843,,," $350,000.00 ",12.63320636," $306,571.52 "," $(43,428.48)",43428.48,
11.98292909,10.77714215,10.74436485,6.530877628,5.880532986,51,7,1,0,0,0,1,10.81977828,,," $160,000.00 ",11.17192935," $71,106.17 "," $(88,893.83)",88893.83,
10.81977828,11.04527107,9.852194258,6.228511004,5.351067932,36,5,1,0,0,1,0,12.25486281,,," $50,000.00 ",11.94885588," $154,640.12 "," $104,640.12 ",104640.12,
12.61153775,11.27178341,11.21801735,7.248504072,6.258305954,41,7,1,1,0,0,0,11.91839057,,," $300,000.00 ",12.25068073," $209,123.60 "," $(90,876.40)",90876.40,
12.5776362,11.22564331,12.20680238,7.770645234,6.237999051,92,7,1,0,1,0,0,12.54254488,,," $290,000.00 ",12.50345009," $269,264.67 "," $(20,735.33)",20735.33,
11.98292909,10.84478304,9.726153537,6.803505258,5.469465623,16,6,1,0,0,0,1,11.98292909,,," $160,000.00 ",11.85069507," $140,181.75 "," $(19,818.25)",19818.25,
11.91839057,10.73195203,10.25428526,6.817830571,5.511410582,71,6,1,0,0,0,1,11.69524702,,," $150,000.00 ",11.58010405," $106,948.65 "," $(43,051.35)",43051.35,
11.28978191,10.85732452,9.552652665,6.698268054,5.627621114,51,6,1,0,0,0,1,11.28978191,,," $80,000.00 ",11.38211302," $87,738.23 "," $7,738.23 ",7738.23,
11.77528973,11.32297488,10.17732422,6.11368218,5.617982485,92,4,1,0,0,1,0,11.51292546,,," $130,000.00 ",11.52854083," $101,573.79 "," $(28,426.21)",28426.21,
11.91839057,11.03650127,11.08186559,6.752270376,6.156802416,51,7,1,1,0,0,1,11.98292909,,," $150,000.00 ",11.98962841," $161,075.49 "," $11,075.49 ",11075.49,
11.00209984,11.06663836,11.32654769,6.49677499,5.614343912,92,4,1,1,1,0,0,10.59663473,,," $60,000.00 ",10.99161598," $59,374.25 ", $(625.75),625.75,
12.34583459,11.00043178,10.75449282,6.481577129,5.978885765,61,6,1,1,0,0,1,12.4292162,,," $230,000.00 ",12.15277489," $189,619.53 "," $(40,380.47)",40380.47,
13.50079981,11.16713394,11.78281519,7.995980475,6.150780436,41,7,1,0,0,0,0,13.30468493,,," $730,000.00 ",13.12683004," $502,238.33 "," $(227,761.67)",227761.67,
12.3883942,10.92899137,11.21427681,7.117205503,5.809392959,16,7,1,0,0,0,1,12.32385568,,," $240,000.00 ",12.23830353," $206,551.18 "," $(33,448.82)",33448.82,
12.79385931,11.03434113,10.61359017,6.298949247,5.790469725,51,6,1,0,1,0,0,11.15625052,,," $360,000.00 ",11.44364799," $93,306.77 "," $(266,693.23)",266693.23,
11.40756495,10.84478304,11.69494698,7.028201432,5.662381609,36,5,1,0,0,0,1,11.65268741,,," $90,000.00 ",11.70871042," $121,626.53 "," $31,626.53 ",31626.53,
12.34583459,11.01120823,12.14347358,7.212294469,6.323013972,71,8,1,0,0,0,1,12.14950229,,," $230,000.00 ",12.20405633," $199,597.14 "," $(30,402.86)",30402.86,
11.8493977,10.95457138,10.59573433,6.66440902,6.011267174,11,8,1,0,0,0,1,11.91839057,,," $140,000.00 ",12.008349," $164,119.32 "," $24,119.32 ",24119.32,
12.54254488,11.06975849,11.22500336,6.381816017,5.725217755,91,6,1,1,1,0,0,12.4292162,,," $280,000.00 ",12.16678368," $192,294.57 "," $(87,705.43)",87705.43,
11.91839057,11.14620019,10.54486764,7.402451521,5.610996883,51,5,1,0,1,0,0,12.07254125,,," $150,000.00 ",12.03750473," $168,974.78 "," $18,974.78 ",18974.78,
12.61153775,11.19000301,11.9418727,6.424869024,5.676182863,26,6,1,0,0,0,1,12.67607627,,," $300,000.00 ",12.51613061," $272,700.83 "," $(27,299.17)",27299.17,
10.30895266,11.26785578,10.34817337,6.045005314,5.604575825,61,5,1,0,0,0,1,11.51292546,,," $30,000.00 ",11.65734889," $115,537.32 "," $85,537.32 ",85537.32,
13.81551056,11.04780589,11.49649116,7.560601163,6.825369551,21,8,1,0,0,0,1,13.81551056,,," $1,000,000.00 ",13.29334927," $593,237.00 "," $(406,763.00)",406763.00,
11.40756495,11.02526283,10.31028511,7.353081921,5.746203191,81,6,1,0,1,0,0,11.28978191,,," $90,000.00 ",11.50081478," $98,796.24 "," $8,796.24 ",8796.24,
12.30138283,11.29916278,11.10492715,7.366445148,5.954973439,11,6,1,1,1,0,0,12.32385568,,," $220,000.00 ",12.36221741," $233,799.08 "," $13,799.08 ",13799.08,
12.4292162,11.28139686,11.47870662,7.739359203,6.349867164,51,8,1,0,1,0,0,12.36734079,,," $250,000.00 ",12.48441178," $264,186.82 "," $14,186.82 ",14186.82,
11.91839057,11.06357116,11.93097769,7.203405521,5.891644212,31,5,3,0,1,0,0,11.8493977,,," $150,000.00 ",11.90641993," $148,215.11 "," $(1,784.89)",1784.89,
11.8493977,10.97999056,10.6685367,7.00033446,5.307442274,71,5,1,0,0,0,1,11.91839057,,," $140,000.00 ",11.80469745," $133,879.77 "," $(6,120.23)",6120.23,
12.4292162,11.15482093,11.40747606,7.414572881,5.590986981,0,5,1,1,0,0,1,12.30591798,,," $250,000.00 ",12.25247245," $209,498.62 "," $(40,501.38)",40501.38,
10.30895266,11.04780589,10.62044891,6.011267174,5.789960171,61,6,1,0,0,0,1,10.81977828,,," $30,000.00 ",11.20504973," $73,500.66 "," $43,500.66 ",43500.66,
12.50617724,11.09810675,12.40516118,6.563855527,5.864814188,36,12,1,1,0,1,0,12.34583459,,," $270,000.00 ",12.43718797," $252,000.91 "," $(17,999.09)",17999.09,
11.51292546,11.22434966,10.89053493,6.927557906,5.703782475,41,6,1,1,0,0,1,11.51292546,,," $100,000.00 ",11.74258091," $125,816.64 "," $25,816.64 ",25816.64,
11.51292546,10.84478304,10.90778916,6.43775165,5.759164621,9,6,1,0,0,0,1,13.21767356,,," $100,000.00 ",12.66392542," $316,135.26 "," $216,135.26 ",216135.26,
12.3883942,11.18214102,11.38602348,7.344719054,5.472270674,16,6,1,0,0,0,0,12.36734079,,," $240,000.00 ",12.49152709," $266,073.29 "," $26,073.29 ",26073.29,
11.15625052,10.85732452,9.05157908,6.308098442,6.010040933,41,4,1,0,0,0,1,10.96819829,,," $70,000.00 ",11.09954344," $66,140.96 "," $(3,859.04)",3859.04,
13.52782849,11.13901716,12.01650893,6.983789965,6.287238789,81,7,1,0,1,0,0,13.52782849,,," $750,000.00 ",13.03344272," $457,459.08 "," $(292,540.92)",292540.92,
12.84792653,11.54829261,10.14925328,6.495265556,5.616771098,41,6,1,0,1,0,0,12.46843691,,," $380,000.00 ",12.44530402," $254,054.48 "," $(125,945.52)",125945.52,
10.81977828,10.97507117,10.40147107,7.482681828,6.448757529,61,5,1,0,0,0,1,11.00209984,,," $50,000.00 ",11.31987409," $82,443.96 "," $32,443.96 ",32443.96,
12.15477935,11.22257316,10.99635001,7.502738211,5.897382779,16,6,1,1,0,1,0,12.04355372,,," $190,000.00 ",12.07051968," $174,646.58 "," $(15,353.42)",15353.42,
11.91839057,11.07325704,10.29350056,7.270312886,5.840641657,16,8,1,0,0,0,0,11.91839057,,," $150,000.00 ",12.20493332," $199,772.27 "," $49,772.27 ",49772.27,
12.76568843,11.16713394,11.81276336,7.622663951,6.159447687,8,9,1,0,0,0,0,12.76568843,,," $350,000.00 ",12.91485236," $406,302.15 "," $56,302.15 ",56302.15,
11.77528973,11.04432885,10.29133165,5.897153868,5.446018723,16,6,1,0,0,1,0,11.28978191,,," $130,000.00 ",11.45066719," $93,964.02 "," $(36,035.98)",36035.98,
12.97154049,11.4788101,10.25150009,7.360103973,6.240438275,31,10,1,0,1,0,0,12.8346813,,," $430,000.00 ",12.87059304," $388,711.63 "," $(41,288.37)",41288.37,
11.91839057,11.27178341,11.01833402,7.164720379,5.55166676,36,5,1,1,0,0,0,11.98292909,,," $150,000.00 ",12.17558132," $193,993.77 "," $43,993.77 ",43993.77,
12.34583459,11.06663836,10.1414409,7.54538975,5.533389489,81,4,1,0,0,0,0,12.61153775,,," $230,000.00 ",12.35998696," $233,278.19 "," $3,278.19 ",3278.19,
13.30468493,11.12704237,11.22075333,7.761744985,5.459230841,61,6,1,0,0,0,0,12.76568843,,," $600,000.00 ",12.64901631," $311,456.92 "," $(288,543.08)",288543.08,
11.00209984,11.07325704,12.42892816,8.111027838,5.91978951,16,7,1,0,0,0,0,13.38472764,,," $60,000.00 ",13.20021348," $540,480.31 "," $480,480.31 ",480480.31,
11.15625052,10.73195203,9.157150543,6.01615716,5.680172609,31,6,1,0,0,0,1,10.46310334,,," $70,000.00 ",10.81318893," $49,671.62 "," $(20,328.38)",20328.38,
11.40756495,11.05888967,9.998161166,5.886104031,5.488937726,92,5,1,0,0,1,0,11.51292546,,," $90,000.00 ",11.42786386," $91,845.57 "," $1,845.57 ",1845.57,
11.69524702,11.01120823,10.81905803,7.25488481,6.239300711,16,7,1,0,0,0,1,11.60823564,,," $120,000.00 ",11.84651855," $139,597.50 "," $19,597.50 ",19597.50,
11.28978191,11.09810675,11.17274235,6.410174882,5.423848089,91,5,1,1,0,1,0,10.81977828,,," $80,000.00 ",11.07947058," $64,826.55 "," $(15,173.45)",15173.45,
13.12236338,11.29476946,12.25287035,8.814330423,7.107630203,4,8,1,0,1,0,0,13.52782849,,," $500,000.00 ",13.37279557," $642,290.24 "," $142,290.24 ",142290.24,
12.99453001,11.06663836,11.27706388,8.095293777,5.11599581,71,5,1,0,0,0,0,12.94800999,,," $440,000.00 ",12.68129833," $321,675.43 "," $(118,324.57)",118324.57,
12.5776362,10.80316098,10.51867319,6.21860012,5.885872523,16,6,1,0,0,1,0,12.55320218,,," $290,000.00 ",12.14854098," $188,818.40 "," $(101,181.60)",101181.60,
12.04355372,11.15827704,11.4399676,7.291656209,6.31791651,51,7,1,0,0,1,0,11.98292909,,," $170,000.00 ",12.05986741," $172,796.07 "," $2,796.07 ",2796.07,
12.34583459,11.18857941,11.35052418,6.986566459,5.19480699,61,5,1,1,0,0,0,12.52452638,,," $230,000.00 ",12.42421904," $248,753.83 "," $18,753.83 ",18753.83,
11.28978191,11.28139686,9.99369382,6.591673732,5.635979371,61,4,1,0,1,0,0,11.27720313,,," $80,000.00 ",11.50392308," $99,103.80 "," $19,103.80 ",19103.80,
12.70684793,11.06663836,11.84199177,7.827639546,5.301645157,61,6,1,0,0,0,0,12.61153775,,," $330,000.00 ",12.5598292," $284,881.67 "," $(45,118.33)",45118.33,
12.99453001,11.41310513,11.66306812,7.01571242,6.274134078,51,9,1,0,1,0,0,12.79385931,,," $440,000.00 ",12.81393122," $367,298.89 "," $(72,701.11)",72701.11,
12.76568843,11.06663836,10.89655412,6.146329258,5.704337876,61,5,1,0,0,0,0,12.61153775,,," $350,000.00 ",12.41899406," $247,457.48 "," $(102,542.52)",102542.52,
11.00209984,11.18335138,10.81905803,5.828945618,5.44493978,61,5,1,0,0,1,0,11.00209984,,," $60,000.00 ",11.26038026," $77,682.11 "," $17,682.11 ",17682.11,
11.51292546,11.06707577,11.32659589,6.796823718,5.594091609,51,6,1,1,0,1,0,11.49272276,,," $100,000.00 ",11.59784497," $108,862.94 "," $8,862.94 ",8862.94,
12.30138283,10.94158875,11.22500336,7.577633833,5.980993247,61,8,1,0,0,0,0,12.46843691,,," $220,000.00 ",12.48168826," $263,468.28 "," $43,468.28 ",43468.28,
11.28978191,11.04780589,10.88676381,7.214504414,5.801110819,36,9,1,0,0,0,1,11.88448902,,," $80,000.00 ",12.06003074," $172,824.30 "," $92,824.30 ",92824.30,
10.59663473,10.97335737,10.34538102,7.330405212,6.205062686,71,7,1,1,0,0,1,10.71441777,,," $40,000.00 ",11.15678984," $70,037.76 "," $30,037.76 ",30037.76,
12.89921983,11.29476946,11.46163217,6.65929392,6.02425437,36,9,1,0,1,0,0,12.64432758,,," $400,000.00 ",12.65849538," $314,423.28 "," $(85,576.72)",85576.72,
12.15477935,11.18857941,11.42300076,7.353081921,5.318936654,51,7,1,0,0,1,0,12.06681058,,," $190,000.00 ",12.0828549," $176,814.23 "," $(13,185.77)",13185.77,
10.81977828,11.06663836,11.15390492,7.542743545,5.950425515,51,8,1,1,0,0,0,11.62625415,,," $50,000.00 ",12.00548922," $163,650.65 "," $113,650.65 ",113650.65,
11.8493977,11.04780589,11.62593267,7.137278437,5.639836371,36,6,1,0,0,0,1,11.81303006,,," $140,000.00 ",11.93159159," $151,993.28 "," $11,993.28 ",11993.28,
11.51292546,11.03434113,10.45077046,6.583409222,5.435903029,51,5,1,0,1,0,0,12.15477935,,," $100,000.00 ",11.99261188," $161,556.77 "," $61,556.77 ",61556.77,
11.00209984,11.4432109,12.10172273,8.004031508,6.418772683,4,10,1,0,1,0,0,13.42246797,,," $60,000.00 ",13.38111111," $647,653.50 "," $587,653.50 ",587653.50,
11.51292546,11.13834837,9.798127037,6.684611728,5.008410599,51,6,1,0,1,0,0,11.40756495,,," $100,000.00 ",11.57827782," $106,753.51 "," $6,753.51 ",6753.51,
12.79385931,11.54829261,12.04772149,7.999342953,5.983726351,61,7,1,0,1,0,0,12.70076889,,," $360,000.00 ",12.77364178," $352,794.77 "," $(7,205.23)",7205.23,
12.20607265,11.15482093,11.38504664,6.274762021,5.895550018,51,7,1,1,0,0,1,11.91839057,,," $200,000.00 ",11.98839858," $160,877.51 "," $(39,122.49)",39122.49,
13.30468493,11.11762849,11.53237509,7.951559331,6.300479937,9,9,1,0,0,0,0,13.06048797,,," $600,000.00 ",13.07301792," $475,926.12 "," $(124,073.88)",124073.88,
11.00209984,11.09528656,10.12639108,5.777652323,5.607638614,51,7,1,0,0,1,0,11.15625052,,," $60,000.00 ",11.37350681," $86,986.38 "," $26,986.38 ",26986.38,
12.61153775,11.4019939,12.336943,8.099554282,5.669880923,71,7,1,0,1,0,0,13.18063229,,," $300,000.00 ",12.99024287," $438,117.70 "," $138,117.70 ",138117.70,
11.91839057,10.9687154,12.70840732,6.695798917,6.033885263,26,6,1,0,0,0,1,11.81303006,,," $150,000.00 ",11.96907742," $157,799.01 "," $7,799.01 ",7799.01,
12.34583459,11.04780589,11.56750834,6.957497371,5.684712912,26,6,1,0,0,0,1,12.20607265,,," $230,000.00 ",12.17361292," $193,612.29 "," $(36,387.71)",36387.71,
12.15477935,11.22564331,10.98359637,6.625392368,6.301397229,92,7,1,0,1,0,0,11.66134547,,," $190,000.00 ",11.8641989," $142,087.58 "," $(47,912.42)",47912.42,
12.76568843,10.97560185,11.21133377,7.037027615,4.713276927,10,9,1,0,0,1,0,12.86099861,,," $350,000.00 ",12.55393389," $283,207.15 "," $(66,792.85)",66792.85,
12.34583459,11.16713394,10.26653217,6.458338283,5.176620432,36,6,1,0,0,0,0,12.46843691,,," $230,000.00 ",12.40774649," $244,689.78 "," $14,689.78 ",14689.78,
12.4292162,10.97999056,12.15993446,6.849066283,5.583182977,51,6,1,0,0,0,1,11.73606902,,," $250,000.00 ",11.849012," $139,946.01 "," $(110,053.99)",110053.99,
12.89921983,11.18982345,9.247828816,7.370230642,5.917548864,26,4,1,0,0,0,0,12.00150548,,," $400,000.00 ",12.08752871," $177,642.56 "," $(222,357.44)",222357.44,
11.60823564,10.84478304,10.27443023,6.704414355,5.118991319,16,5,1,0,0,0,1,11.66134547,,," $110,000.00 ",11.62989709," $112,408.75 "," $2,408.75 ",2408.75,
12.99453001,11.22015045,11.51494343,7.61283103,6.135564891,21,7,1,0,0,0,0,12.97154049,,," $440,000.00 ",12.94809444," $420,035.47 "," $(19,964.53)",19964.53,
12.34583459,11.0090258,10.81941822,7.207118856,5.518122017,1,5,1,0,0,1,0,12.15477935,,," $230,000.00 ",12.02274377," $166,498.86 "," $(63,501.14)",63501.14,
12.10071213,11.18857941,10.54270639,6.259581464,5.179909135,61,8,1,0,0,1,0,12.52452638,,," $180,000.00 ",12.28402086," $216,213.34 "," $36,213.34 ",36213.34,
13.23569206,11.57213732,11.77528973,8.014335737,5.613128106,91,6,1,0,1,0,0,13.21767356,,," $560,000.00 ",12.98270108," $434,825.93 "," $(125,174.07)",125174.07,
11.28978191,11.06707577,9.633252394,6.678342115,5.635384664,41,5,1,1,0,1,0,11.40756495,,," $80,000.00 ",11.42784422," $91,843.77 "," $11,843.77 ",11843.77,
12.4292162,11.01401194,11.64440976,8.008698183,6.195765011,16,7,1,0,0,0,1,12.67607627,,," $250,000.00 ",12.56253465," $285,653.45 "," $35,653.45 ",35653.45,
12.15477935,11.28139686,11.69494698,8.006700845,5.926036742,16,6,1,0,1,0,0,12.04355372,,," $190,000.00 ",12.26820199," $212,819.99 "," $22,819.99 ",22819.99,
12.04355372,11.22015045,12.09884372,7.549082711,6.28692876,16,8,1,0,0,0,0,11.98292909,,," $170,000.00 ",12.43550584," $251,577.37 "," $81,577.37 ",81577.37,
13.71015004,11.18986489,11.91820389,6.81014245,6.009631851,81,10,1,0,0,0,0,13.12236338,,," $900,000.00 ",13.03826518," $459,670.49 "," $(440,329.51)",440329.51,
11.00209984,11.12431747,10.12446877,7.01301579,5.885177677,92,7,1,1,1,0,0,11.00209984,,," $60,000.00 ",11.34307839," $84,379.38 "," $24,379.38 ",24379.38,
13.71015004,11.22434966,11.97820546,8.138856751,6.472346295,21,13,1,1,0,0,1,13.77468856,,," $900,000.00 ",13.54028863," $759,403.57 "," $(140,596.43)",140596.43,
11.51292546,11.05877944,10.91734047,6.817830571,5.497168225,51,5,1,0,0,0,1,11.51292546,,," $100,000.00 ",11.63849055," $113,378.90 "," $13,378.90 ",13378.90,
11.40756495,11.18986489,11.19114872,6.774223886,6.09055545,51,6,1,0,0,0,0,12.34147728,,," $90,000.00 ",12.42107731," $247,973.54 "," $157,973.54 ",157973.54,
11.40756495,10.99541085,10.71708089,6.549650742,5.857933154,51,7,1,1,0,0,1,12.20607265,,," $90,000.00 ",12.06521662," $173,722.87 "," $83,722.87 ",83722.87,
11.60823564,10.95779958,9.487972109,5.755742214,5.599655765,26,7,1,0,0,0,1,11.51292546,,," $110,000.00 ",11.59177133," $108,203.75 "," $(1,796.25)",1796.25,
12.30138283,10.73195203,12.32369567,7.446585099,6.242223265,16,7,1,0,0,0,1,12.30138283,,," $220,000.00 ",12.23080358," $205,007.86 "," $(14,992.14)",14992.14,
12.5776362,11.29476946,10.16777305,7.892078421,6.337120673,16,7,1,0,1,0,0,12.5776362,,," $290,000.00 ",12.56332753," $285,880.03 "," $(4,119.97)",4119.97,
12.67607627,10.81564977,11.17840333,7.52131798,5.854594253,31,6,1,1,0,0,1,12.61153775,,," $320,000.00 ",12.2851932," $216,466.96 "," $(103,533.04)",103533.04,
11.69524702,11.123063,11.26410507,6.866933284,5.729829184,51,9,1,0,0,0,0,12.34583459,,," $120,000.00 ",12.5027609," $269,079.16 "," $149,079.16 ",149079.16,
13.06048797,11.12704237,12.37521608,7.580189418,6.865369562,41,6,1,0,0,0,0,13.10216067,,," $470,000.00 ",12.9946103," $440,035.33 "," $(29,964.67)",29964.67,
13.21767356,11.43279942,11.81672692,8.235360644,6.567492534,36,5,1,0,0,0,0,13.10216067,,," $550,000.00 ",13.0799905," $479,256.15 "," $(70,743.85)",70743.85,
13.01700286,11.41310513,10.6911264,7.150701458,6.368758778,51,7,1,0,1,0,0,13.12236338,,," $450,000.00 ",12.89096033," $396,709.81 "," $(53,290.19)",53290.19,
12.10071213,11.07984761,11.11185071,6.561030666,5.699328124,71,5,1,0,1,0,0,12.20607265,,," $180,000.00 ",12.0602607," $172,864.05 "," $(7,135.95)",7135.95,
13.52782849,11.43279942,12.35879373,8.340217321,5.826000107,5,6,1,1,0,0,0,13.44444688,,," $750,000.00 ",13.33871462," $620,769.19 "," $(129,230.81)",129230.81,
12.46843691,10.97115942,11.98105233,7.632885505,5.769622232,16,12,1,0,0,1,0,12.42118403,,," $260,000.00 ",12.50514861," $269,722.41 "," $9,722.41 ",9722.41,
13.71015004,11.57213732,12.2466146,8.666130304,6.089611608,0,8,1,1,0,0,1,13.72119988,,," $900,000.00 ",13.51686516," $741,822.41 "," $(158,177.59)",158177.59,
13.23569206,10.96080899,10.30835248,7.503289631,5.637761374,36,7,1,0,0,0,0,12.89921983,,," $560,000.00 ",12.6793245," $321,041.12 "," $(238,958.88)",238958.88,
11.77528973,11.13834837,10.03919782,6.853299093,5.403427851,41,7,1,0,1,0,0,11.69524702,,," $130,000.00 ",11.84066048," $138,782.12 "," $8,782.12 ",8782.12,
11.00209984,11.05888967,9.850086776,5.966146739,5.666426688,92,4,1,0,0,1,0,11.22524339,,," $60,000.00 ",11.21922717," $74,550.14 "," $14,550.14 ",14550.14,
11.91839057,11.07940033,9.862665558,5.85220248,5.330300412,61,5,1,0,0,1,0,11.51292546,,," $150,000.00 ",11.46629047," $95,443.57 "," $(54,556.43)",54556.43,
12.10071213,10.97347743,10.81941822,7.153833802,5.77971418,7,6,1,1,0,0,0,11.71177632,,," $180,000.00 ",11.96193065," $156,675.28 "," $(23,324.72)",23324.72,
11.60823564,11.13066894,10.42228135,6.349138991,6.225218278,51,7,1,0,0,0,1,11.60823564,,," $110,000.00 ",11.78901538," $131,796.64 "," $21,796.64 ",21796.64,
12.10071213,10.94158875,10.55841352,5.723585102,5.284894346,36,6,1,0,0,0,0,12.10071213,,," $180,000.00 ",12.07941236," $176,206.58 "," $(3,793.42)",3793.42,
11.00209984,10.94295121,10.58612975,6.768493212,5.839672195,61,6,1,0,0,1,0,11.00209984,,," $60,000.00 ",11.23643254," $75,843.90 "," $15,843.90 ",15843.90,
12.10071213,11.09741002,11.08495398,7.539558829,6.146329258,36,6,1,1,0,0,1,11.9511804,,," $180,000.00 ",12.01183085," $164,691.75 "," $(15,308.25)",15308.25,
12.89921983,10.97560185,11.30198219,5.717027701,5.382964841,92,7,1,0,0,1,0,11.51292546,,," $400,000.00 ",11.52804971," $101,523.92 "," $(298,476.08)",298476.08,
11.8493977,11.02026715,11.07438949,7.221835825,5.941486177,51,5,1,0,0,0,1,11.91839057,,," $140,000.00 ",11.90889169," $148,581.91 "," $8,581.91 ",8581.91,
12.76568843,11.57213732,12.21171669,7.620705087,6.032286542,51,8,1,0,0,0,1,12.61153775,,," $350,000.00 ",12.76248545," $348,880.75 "," $(1,119.25)",1119.25,
11.28978191,10.92773543,10.53709702,6.704414355,5.784850298,51,5,1,0,0,0,1,11.00209984,,," $80,000.00 ",11.26161005," $77,777.70 "," $(2,222.30)",2222.30,
11.40756495,10.94295121,11.34842811,6.282266747,5.710427017,36,6,1,0,0,1,0,11.91839057,,," $90,000.00 ",11.83919074," $138,578.29 "," $48,578.29 ",48578.29,
11.40756495,11.13942403,10.90910697,6.725033642,5.7448711,61,7,1,0,1,0,0,11.40756495,,," $90,000.00 ",11.6956961," $120,053.90 "," $30,053.90 ",30053.90,
11.98292909,11.04527107,11.23825175,7.277247727,6.022640165,2,5,1,0,0,1,0,11.69524702,,," $160,000.00 ",11.80785177," $134,302.74 "," $(25,697.26)",25697.26,
11.98292909,11.19000301,10.04324949,5.710427017,5.432265339,21,4,1,0,0,0,1,11.9511804,,," $160,000.00 ",11.86880204," $142,743.13 "," $(17,256.87)",17256.87,
12.15477935,11.15827704,10.25326375,6.80461452,5.65540889,3,7,1,0,0,1,0,12.1281111,,," $190,000.00 ",12.10465652," $180,711.39 "," $(9,288.61)",9288.61,
12.10071213,11.05888967,10.71361745,6.928537818,6.818924065,5,8,2,0,0,1,0,12.04355372,,," $180,000.00 ",12.09084467," $178,232.59 "," $(1,767.41)",1767.41,
12.67607627,11.13066894,13.00799351,7.846589975,6.487176533,21,8,1,0,0,0,1,12.61153775,,," $320,000.00 ",12.68541304," $323,001.76 "," $3,001.76 ",3001.76,
10.81977828,10.96080899,11.57496086,8.648396877,5.455321115,10,7,1,0,0,0,0,13.65299163,,," $50,000.00 ",13.27702656," $583,632.37 "," $533,632.37 ",533632.37,
11.91839057,11.11407344,10.14878391,5.726847748,5.328684903,51,5,1,0,0,1,0,11.8277362,,," $150,000.00 ",11.6953097," $120,007.52 "," $(29,992.48)",29992.48,
11.51292546,11.09741002,10.51859211,7.04053639,5.886798235,51,6,1,1,0,0,1,10.59663473,,," $100,000.00 ",11.11465161," $67,147.81 "," $(32,852.19)",32852.19,
12.76568843,11.28139686,12.47735853,6.842683282,6.389681226,6,5,1,0,1,0,0,12.94800999,,," $350,000.00 ",12.80224106," $363,030.11 "," $13,030.11 ",13030.11,
11.15625052,11.04432885,9.677840871,5.272999559,4.852030264,71,5,1,0,0,1,0,11.51292546,,," $70,000.00 ",11.38291403," $87,808.54 "," $17,808.54 ",17808.54,
12.25486281,11.01401194,10.99876094,6.447305863,5.975504528,16,6,1,0,0,0,1,12.11724143,,," $210,000.00 ",12.0808478," $176,459.70 "," $(33,540.30)",33540.30,
13.59236701,11.18982345,11.69509701,8.234034208,6.397068534,16,8,1,0,0,0,0,13.45883561,,," $800,000.00 ",13.31932685," $608,849.78 "," $(191,150.22)",191150.22,
12.50617724,11.06663836,11.1841158,7.087573706,5.722495184,71,6,3,0,0,0,0,12.30138283,,," $270,000.00 ",12.24223448," $207,364.73 "," $(62,635.27)",62635.27,
11.91839057,11.07286891,11.51238532,6.996681488,5.574685679,81,7,1,1,0,1,0,11.28978191,,," $150,000.00 ",11.4908857," $97,820.13 "," $(52,179.87)",52179.87,
12.34583459,11.28139686,10.37292852,7.102499356,5.574053368,11,6,1,0,1,0,0,11.62625415,,," $230,000.00 ",11.90171966," $147,520.09 "," $(82,479.91)",82479.91,
12.04355372,11.08827754,10.98658003,7.210818453,5.924255797,21,7,1,1,0,0,0,11.69524702,,," $170,000.00 ",12.03765469," $169,000.12 ", $(999.88),999.88,
